"","City","Natural Resources","Availability of Water","Agricultural Potential","Mining Potential","Tourism Potential","Environmental Sensitivity","Human Resources","Size of Labour Force","Quality of Labour Force","Transport and Communication","Institutional Services","Municipal Seat","Public Institutions represented","Social service organisations","Safety and Security","Democratic Status","Economic Sectors","Diversity of Economy","Strenght of primary tertiary sectors","Size of Economy","Commercial Services","Presence of commercial and financial services","Market Potential and Accessibility","Size of Population","Size of personal Income","Household income potential","Access to primary metropolitan market","Property Market","Size of Property Market","Human Development Needs","Racial Composition","Famility Stability","Age dependancy","Education","Income","Occupation","Dependency Ratio","Labour Dependency Ratio","Health Status","Migration Rates","Housing","Access to domestic services","Human Development Index","Composite Resources Potential Index","Composite Infrastructure Index","Composite Economic Activties Index","Composite Human Needs Index","Composite Development Index","Composite Needs Index","Sustainability Index SDGs","latitude","longitude"
"22","Eksteenfontein, Northern Cape",29.6508049259349,30.616209425167,27.2587331836669,50.8584242594828,49.9370670375825,26.9330668652561,5.14222501517303,5.09217010403358,5.17559495593267,58.0374690115523,31.0692847839584,0,25.4277118991643,2.97619047619048,94.62,57.6848874598071,0.172158295538261,0.0856393092713839,0.244347305911481,0.182905777458504,4.9572426875803,4.9572426875803,5.98653159343086,0.224152792213206,0.173540171787314,7.02490570650821,22.3112128146453,24.0296703497213,24.0296703497213,44.2509943143847,26.2803676454472,19.2059235895076,0.310080376948295,25.6338184108527,20.3090273189205,18.3835683955906,0.0457333097012177,75.2797255521514,93.91,15.5749107740989,99.921729734373,71.0210805728435,99.8722522783254,17.3965149705539,44.5533768977554,8.78640073156768,44.2509943143847,23.578764199959,44.2509943143847,26.0179354134153,-28.824047,17.254935
"23","Fraserburg, Northern Cape",18.7740137853798,21.3892417638314,23.873885452296,30.4016839394037,17.8069783625397,29.0500282302129,8.53171115664426,4.28218086612835,11.3647313503215,54.9002323747554,30.9821840522325,0,21.8263621452054,5.95238095238095,92.31,66.6169154228856,1.97640318592013,1.97819973198913,2.49446651960901,1.58650827610171,6.23343036308613,6.23343036308613,11.1993702272767,1.30569001464192,0.60110006130538,7.94215801330919,45.1945080091533,13.1607707381776,13.1607707381776,47.2135564286337,23.7053547893095,20.2823376983678,4.87600574349372,31.4824979297493,18.4992114141638,32.5424052537034,0.278444814395628,78.5466154409111,95.4,32.7267535802084,99.7020779872146,69.585171545749,99.5988289555407,13.652862471012,42.941208213494,8.14249362861514,47.2135564286337,21.5788547710404,47.2135564286337,25.6554897789499,-31.91556,21.513568
"24","Ganspan, Northern Cape",37.2879102132567,38.8800565373839,65.2692709891751,66.7454045982275,17.4326173011993,49.3230109035752,13.7739179698226,24.8764876550591,6.37220484633164,75.4586044657406,21.3463931170722,0,0,2.97619047619048,80.67,57.6710334788937,6.82285381243145,6.48158011536199,12.7933542113316,2.60093378605844,16.1768302686407,16.1768302686407,22.0016734049155,1.51647985193473,12.8985984165868,13.9006237636715,74.4851258581236,4.51264349177074,4.51264349177074,40.523010978144,2.98731167188192,15.6473558619436,3.45674423321216,16.7031867544879,32.3310695821758,19.0526120855056,0.616172162289276,48.8837089795064,90.29,49.5714427751005,86.3923456163744,56.7132201246105,99.9001688071117,25.5309140915396,48.4024987914064,12.3785002444396,40.523010978144,28.7706377091285,40.523010978144,37.5330013814546,-27.97111945,24.771866021113
"25","Garies, Northern Cape",30.8645370613116,33.5585826556161,36.0584864603501,39.6868367039976,50.552576533587,37.3663808114981,6.52769644712254,3.07191722627462,8.83154926102116,76.3561967921453,47.9974223894761,45.9183673469388,50.2514401427665,2.97619047619048,85.8,68.4871918801353,0.706213145448951,0.419875782477473,0.87295154331388,0.795912369278863,6.3622087129164,6.3622087129164,11.9641962881457,0.907387745401535,0.944529760468206,6.58543927803361,50.4576659038902,15.0405428441834,15.0405428441834,47.7714724473583,24.913765187019,21.8028029739874,3.38476355136101,29.6530666293925,17.3329416883586,40.3493258362341,0.330015493878933,68.7558429732223,95.42,46.1268640754033,99.7479501217201,70.4664739898166,99.6698671214878,18.6961167542171,62.1768095908107,8.51829024767361,47.7714724473583,29.7970721975671,47.7714724473583,28.2656466501653,-30.5607381,17.9888000959921
"26","Griekwastad, Northern Cape",23.0926775037915,25.0867449936251,40.5434588066204,42.7667290952847,6.83422721351978,33.7586298713767,13.938999160948,13.3704866858412,14.3180074776859,75.7377359833013,27.9502040676875,0,14.3990154500557,8.92857142857143,92.5,61.0684089162183,2.15673000001396,1.89697069863191,2.26989973452459,2.26667217516752,7.02063917239601,7.02063917239601,16.2013277808935,2.77087336220478,2.55997971881122,8.70829978637589,64.3020594965675,18.9844334404186,18.9844334404186,44.0793690261684,18.7704651725005,19.3345186430212,7.433154932357,28.5037421285437,26.2319471746809,23.7916192537608,0.82237897578667,59.7405022414215,93.49,17.1112633387545,96.5166994038071,70.363558963637,98.545883914686,18.5158383323698,51.8439700254944,11.0907825984305,44.0793690261684,27.1501969854316,44.0793690261684,31.3252307137293,-28.8482043,23.2528532
"27","Groblershoop, Northern Cape",28.7600134081027,35.4484474577586,42.9802773983179,30.4016839394037,30.4360302447147,53.3094339441029,9.55078364222198,6.21746983781334,11.7729928451611,83.2771256488795,36.9777248765273,45.9183673469388,10.7107413427018,5.95238095238095,86.76,73.1439393939394,10.2035055605534,13.9527072209674,15.7191753357103,3.25485198387518,7.73905087876424,7.73905087876424,13.298726386452,2.12858939990156,2.80686816354425,11.9508574864047,47.1395881006865,6.79848803873741,6.79848803873741,45.2167704602485,23.5652088781932,16.5396605997586,5.97986871285882,25.4963410508774,21.1754038424068,34.0180791579881,0.687784952575442,71.9607435955158,95.19,18.3798133199594,93.0272330224326,72.601363011055,98.4028542450682,19.1553985251623,60.1274252627034,9.50994271612675,45.2167704602485,29.5975888346642,45.2167704602485,32.0709284595634,-28.8958333,21.9833333
"28","Groot Mier, Northern Cape",28.0029360850719,15.5642860058212,21.8527471571188,24.3795262430008,55.1572832319493,51.5001650577209,5.01671286650458,1.74081603111567,7.20064409009718,41.3051615144473,30.1699931877313,0,17.2992719418649,0,91.54,71.0264900662252,0.0911328886861344,0.0556476549457317,0.136330371596409,0.08384870180873,5.0550862302612,5.0550862302612,0.828201580516327,0.215531530974236,0.21781571488523,0.744991610451471,2.74599542334096,2.47141112570034,2.47141112570034,40.6950755492339,27.0082178614511,19.2809894554653,3.16727501456876,22.7970997643959,18.3472638818685,31.3979459124203,0.310399726567886,9.65276473843971,95.71,28.3937865249316,99.6176711228451,70.6074332780545,98.7826984302292,16.5098244757882,35.7375773510893,2.111457956291,40.6950755492339,18.1196199277229,40.6950755492339,25.7077808402405,-26.74053335,20.3269367861144
"29","Grootdrink, Northern Cape",25.8389660170145,35.9350773014039,40.1786179258382,26.3319001605891,29.6203567337588,44.0852736865149,8.36866159532446,6.21746983781334,9.80278943366521,83.154941962012,27.3748472189563,0,4.99902086486406,2.97619047619048,92.36,76.1726857617269,4.98856925428036,6.00353605135665,9.42566977836841,0.899518763407095,6.56312122774846,6.56312122774846,10.8076806671774,1.14016179885371,0.983818924246416,8.6327526173694,42.2196796338673,9.36388405009389,9.36388405009389,44.6369227070187,25.7221683561187,19.73915888026,1.97429422838184,13.418329549046,25.1153842817265,20.6249981669353,0.226984702415279,78.576511354654,95.19,18.3798133199594,93.7664561518136,76.5379632663336,99.144501716931,17.1038138061695,55.2648945904842,7.93081379982502,44.6369227070187,26.7665073988262,44.6369227070187,32.0955901751044,-28.563611,21.748611
"30","Hanover, Northern Cape",23.7716162769221,21.230477220161,41.3333603335908,15.4016839394037,25.7031709401478,48.5598215619577,13.1299883098365,14.3201943470681,12.3365176183487,83.2251866871284,27.5568089728433,0,22.037350312609,2.97619047619048,69.42,66.2491052254832,2.5327776723775,1.96811936661038,2.38398361374427,3.06786694567777,6.57727942687495,6.57727942687495,15.2872613142466,0.517275674338167,1.5179296153516,8.16610733235064,65.2173913043478,5.00349385436343,5.00349385436343,45.6628291307325,12.8233260100178,21.4853682107882,5.54009170888466,27.6701585656489,20.1319285117684,32.7470933362978,0.732111790753131,67.139531804881,93.48,34.3395831153839,99.7026699354192,69.8683191393418,99.4651670949763,18.4508022933793,55.3909978299858,7.35020306696563,45.6628291307325,27.0640010634436,45.6628291307325,29.0072471412236,-31.0675,24.443611
"31","Hartswater, Northern Cape",34.2197346639697,39.4357423252778,65.0514410306475,56.1540651895685,17.371852146001,43.3617532715088,16.5149665987038,19.8764876550591,14.2739525611336,80.8877576936199,34.2331049349783,45.9183673469388,4.02368696748068,6.92857142857143,98.35,56.6305818673884,12.619079888661,19.8295762726488,16.5727471871338,4.24595712681551,20.1874864510929,20.1874864510929,20.133073864038,4.51107494329077,9.2192097879125,8.66948455748116,71.4004576659039,31.8789358988821,31.8789358988821,40.9903922120007,4.26414831051296,16.2000073678891,14.6685366835666,32.3948650678575,27.4241764341244,34.2149922223121,2.69495435587872,29.083969520389,91.29,42.5520648889896,79.174404815685,55.509805412128,99.4030319972781,25.3673506313368,57.5604313142991,21.2046440256685,40.9903922120007,34.7108086571015,40.9903922120007,39.9846397870398,-27.7516667,24.81
"32","Hondeklip Bay, Northern Cape",28.2054551362246,18.2691291969225,31.3158827917815,38.1467021051881,53.7234095738033,23.7883749471332,5.47471830741013,3.07191722627462,7.07658569483381,66.0120150271382,30.8584645707491,0,24.4859447917878,2.97619047619048,86.38,66.4029535864979,1.18505431619585,1.27810594477859,1.37516044903707,0.972685995127866,9.70644927082103,9.70644927082103,12.6968579592567,0.232774053452175,0.469783023029134,23.0711864470076,39.3592677345538,24.2007805765418,24.2007805765418,44.6204212279662,23.7158793723801,17.9563374003916,1.11270191100863,32.9483527131783,22.1358725386178,35.5608280132085,0.108488780618215,43.6469004797873,95.42,32.3159260302124,99.9130152897245,70.1224072428455,98.3587455707218,16.8400867218173,48.4352397989437,11.9472855307038,44.6204212279662,25.7408706838216,44.6204212279662,28.5422844975874,-30.3155556,17.2736111
"33","Hopetown, Northern Cape",40.1070108168695,39.4587145200471,49.3823024658338,62.2382918674301,54.5095817630536,45.8731706507067,11.9317819000742,5.95030555538073,15.9194327965365,85.0638994136057,34.7698145360133,45.9183673469388,6.44366968204943,5.95238095238095,89.45,64.268680445151,5.74068766575478,5.86320191290169,7.93311626223347,4.00448053303558,11.0291169383463,11.0291169383463,18.5514712306517,4.42270701559133,4.64577235645215,9.1317537999988,70.0228832951945,25.1587463685465,25.1587463685465,45.2326608743071,21.2170475258306,18.4693891790572,13.1453914205388,34.5616308261399,22.4754355287268,31.181461535117,1.52199603533588,63.1968121192902,94.75,22.9531641420537,89.0075432977065,67.9274778539918,98.4309800602336,26.0193963584718,59.9168569748095,15.1200055508248,45.2326608743071,33.6854196280354,45.2326608743071,33.5311351453594,-29.623959,24.0830094
"34","Hotazel, Northern Cape",40.8546156628897,25.8391103505243,39.5576568919857,89.3054436484827,17.2059626142721,77.6053535462776,16.4685867713067,16.3442233984304,16.5514956865576,73.5897124766761,26.6647143432641,0,15.0596926965438,5.95238095238095,88.61,55.0671229270861,13.5551530448739,5.68998941638618,35.9259247524737,2.67594698553987,11.4440350210412,11.4440350210412,15.3056831184986,0.756946736781518,2.06001704699674,26.3075465758643,45.9954233409611,8.81683428064879,8.81683428064879,44.3279177427494,3.27812821116352,12.3621482689265,2.90857784550401,10.5680634228491,13.9368694620045,56.3439768788466,0.224736357891585,78.7622213664232,90.9,30.9181422703517,96.5577629892985,71.8364351466452,96.885113496203,28.6616012170982,50.1272134099701,12.2804263662656,44.3279177427494,30.3564136644446,44.3279177427494,32.7922375736745,-27.199804,22.95703
"35","Jan Kempdorp, Northern Cape",34.2197346639697,39.3549999088018,65.0514410306475,56.1540651895685,17.371852146001,43.3617532715088,18.7549665987038,24.8764876550591,14.6739525611336,84.6377576936199,25.0494314655906,0,4.02368696748068,8.92857142857143,98.35,56.6305818673884,22.4624457409335,26.0024599139742,36.4283710984844,9.3329910929897,20.494304235471,20.494304235471,26.2036211441321,9.91574361400071,15.8684646680699,16.9413356316507,75.4004576659039,36.0023566633526,36.0023566633526,44.2828612277561,4.26414831051296,16.2000073678891,14.6685366835666,31.9893892041711,29.4189528981716,34.2149922223121,2.69495435587872,63.9291496299578,90.29,49.5714427751005,79.174404815685,55.509805412128,99.3472379391675,26.4873506313368,54.8435945796052,26.2906819459723,44.2828612277561,35.8738757189714,44.2828612277561,39.9846397870398,-27.9207036,24.8358954
"36","Kakamas, Northern Cape",27.6186451578252,35.32336782143,41.37848869361,25.387263117355,41.7743967753395,39.4041029370956,24.1119886165003,31.038258932224,19.4944750726846,84.9927024965081,38.841884744548,45.9183673469388,13.8614217292855,8.92857142857143,84.28,81.7503110742431,27.6284148823239,33.3871690784839,46.2238303796549,9.36278761220573,13.0074061862964,13.0074061862964,10.4121009652677,4.11191054792648,3.87124612915378,15.7150604285669,24.370709382151,33.9840104214412,33.9840104214412,48.9863085876411,21.7151922768735,19.4201813035823,14.4285719159862,33.2056856031232,20.7400631757299,37.2314992069353,1.12828937465873,78.0271328341031,93.1,47.8584469420964,96.038450139172,70.9820520244549,97.5976611962123,25.8653168871628,61.917293620528,21.2579831138323,48.9863085876411,36.3468645405077,48.9863085876411,36.232775373316,-28.773056,20.615
"37","Kalksloot, Northern Cape",29.2053818995308,34.7448722270585,50.0984279200696,32.9105789757983,31.1336662324504,42.5123151591146,35.1184279024614,35.0362827347049,35.1731913476323,80.8710254828302,23.6331325880701,0,4.80465486466767,0,99.27,44.7066535562111,20.2497378943734,20.0100468114572,38.690012216762,6.59930046476922,20.8491609968478,20.8491609968478,15.1950061944993,1.1862855464822,16.2304623387965,19.1862935839376,30.6636155606407,2.82206135158728,2.82206135158728,43.2101670901247,19.8273899870544,19.6960177009539,9.93927107083391,18.5050911216374,29.5643382984231,37.1460327698363,1.11322755755893,73.2383213581544,93.83,24.7428587939522,65.0470148822066,62.0824322175653,98.5390257653688,32.1619049009961,52.2520790354501,14.7789916093269,43.2101670901247,33.0643251819244,43.2101670901247,42.9718842042417,-28.5517946,21.1519698
"38","Kamieskroon, Northern Cape",30.0310810402734,29.5890204209329,41.4359813436458,40.2587087154631,50.0334672021419,24.569663920155,2.70526002320832,3.07191722627462,2.4608218878308,72.7299331978868,34.1457193331448,0,29.6134606664399,5.95238095238095,98.04,66.4029535864979,0.694371190945775,0.551803253353504,0.889966001693774,0.654601036078979,7.16680618598286,7.16680618598286,10.5109879156215,0.384939314319986,0.619951621903896,7.56934230420626,43.4782608695652,21.6353845651853,21.6353845651853,43.459749288591,24.5974864926888,23.9651659874142,1.25173325283995,13.1875370323354,20.5246830760751,32.6378985332198,0.122044379465717,53.0726937804493,95.42,22.7817890413118,99.9453918941878,70.9462744370387,98.4023450672664,16.3681705317409,53.4378262655158,10.0018874644339,43.459749288591,26.6026280872302,43.459749288591,28.0000567565583,-30.2096443,17.9345442
"39","Kanoneiland, Northern Cape",33.2219295889758,35.9360032395883,49.5421667614592,34.7716863315076,54.4088622819966,36.5159100932209,16.8657428955842,31.038258932224,7.41739887115775,80.9916022034756,29.254557243231,0,11.7480321524349,2.97619047619048,97.6,69.9660633484163,17.2979685063409,20.2021240796113,33.6479691916833,2.8573513123814,11.9939445249043,11.9939445249043,10.7091584851471,0.970322952446012,3.61177317539126,12.8053713461077,33.8672768878719,12.091960516025,12.091960516025,48.1434930195244,21.0638274105764,14.3304192070025,5.0362880355207,33.278322318534,26.9768736321305,29.3301708613417,0.397225631853826,82.4219235684103,93.1,31.0015920470598,93.0630244513805,82.8724911045928,99.4330994184583,25.04383624228,55.1230797233533,13.0232580081043,48.1434930195244,31.0633913245792,48.1434930195244,38.6656705044617,-28.6294444,21.1136111
"40","Kathu, Northern Cape",38.5075342347804,43.9005789911549,43.7372037914884,88.310426342627,17.4138251865858,57.4349544709341,43.7800885537101,20.0901876128919,59.5733558475889,78.3588964052223,31.7384610878406,45.9183673469388,6.89265518031213,8.92857142857143,79.12,53.4916864608076,22.4854550474342,22.0105523944686,23.9872177021807,21.7153100460984,17.0156499274122,17.0156499274122,21.0207568171633,4.96153584302692,5.74835749423167,38.5812781760387,50.4576659038902,56.7560153511608,56.7560153511608,48.8896641007829,4.95334993195684,9.34923432847425,13.0957236565535,31.4312206893788,10.3091216143287,68.8484544663879,2.35201964110379,87.8663556293716,90.76,75.6680850300713,75.5332926547568,71.0672756558202,93.7145763931038,41.1438113942452,55.0486787465315,29.3194692857926,48.8896641007829,41.8373198088564,48.8896641007829,35.774769977017,-27.695833,23.05
"41","Keimoes, Northern Cape",32.9544571341868,35.6604572532226,49.3172754889547,35.5571265924764,54.4110987556618,33.9823797784548,30.7392342015417,31.038258932224,30.5398843810869,84.8556566813574,23.0167712131469,0,8.3501169482573,2.97619047619048,88.07,44.7066535562111,24.3258895621577,28.2335256664045,41.7024026910626,8.36277763729405,11.4205416022739,11.4205416022739,6.11673120158983,4.09553015157244,3.72449150539918,11.6453855362217,7.20823798627003,15.3080783456802,15.3080783456802,46.9117791942968,25.2923813154525,19.9973036864068,14.1721833839538,23.9551719185937,22.0068659907334,40.4767936943528,1.10824023504538,72.7168330086905,93.1,34.0475088969055,93.2212580940145,66.1660738967136,97.6072312637817,31.8468456678643,53.9362139472522,14.2928101779254,46.9117791942968,33.3586232643473,46.9117791942968,38.0488786302238,-28.708951,20.974871
"42","Kenhardt, Northern Cape",29.7727842519312,31.0566452138411,30.4931642327238,35.0759198506335,41.0547350301864,56.3201361948166,16.3452533570598,31.038258932224,6.5499163069503,79.9231670468431,28.5914325736614,0,13.6538725604765,5.95238095238095,92.92,66.4135514018692,6.53379707405896,8.08804174976044,8.07969676598674,4.20868879833701,7.84556393460027,7.84556393460027,9.43049241619231,2.0872073459545,2.10342840922576,7.34248098823694,33.5240274599542,8.38062894135159,8.38062894135159,46.7238612090458,27.9608926823825,23.5005345449598,5.53759090533163,30.2737670089769,21.5232314523868,30.2411225282071,0.433049299623714,61.1357532228352,93.1,33.0252491322313,98.9076828024245,75.4383620094048,98.7805719165594,23.0590188044955,54.2572998102523,8.04762059155078,46.7238612090458,28.4546464020995,46.7238612090458,30.7284661742593,-29.349254,21.155953
"43","Kimberley, Northern Cape",49.9271194801269,35.565622473112,49.5185473789342,73.0817068931524,93.3042364193632,44.9748089455798,91.829732408396,97.8906923614302,87.7890924397065,89.1840795436494,43.2071793927794,91.8367346938776,2.4077582895791,95.2380952380952,93.14,63.6751124792801,76.2068569160957,68.2007043391741,82.8854621027336,77.2025174588084,82.1985797710137,82.1985797710137,85.84671092787,97.0560037130084,81.3639003469666,79.2238358491585,82.3798627002288,97.0824206835254,97.0824206835254,47.2135461986391,10.3238425942745,16.5818365009153,85.2414946016629,59.0115023682492,64.3402125064979,57.3824249516377,17.0482978370247,73.3606257621775,90.84,35.6682826328983,14.9992098191808,51.1417117335622,1.49268117459012,70.8784259442615,66.1956294682144,85.3336420746262,47.2135461986391,74.1358991623673,47.2135461986391,55.3594251833972,-28.7383012,24.7642251
"44","Klein Mier, Northern Cape",28.0029360850719,15.5642860058212,21.8527471571188,24.3795262430008,55.1572832319493,51.5001650577209,5.01671286650458,1.74081603111567,7.20064409009718,41.3051615144473,30.1699931877313,0,17.2992719418649,0,91.54,71.0264900662252,0.232049449617067,0.250270200264103,0.269274767386675,0.190464898304584,5.32948503012921,5.32948503012921,1.53718999329717,0.193547314814864,0.0919897851461322,4.5116488932034,2.74599542334096,2.47141112570034,2.47141112570034,40.5651101048558,27.0082178614511,19.2809894554653,3.16727501456876,22.7970997643959,17.9325047646703,31.3979459124203,0.310399726567886,8.5466455802113,95.71,28.3937865249316,99.6176711228451,70.6074332780545,98.7826984302292,16.5098244757882,35.7375773510893,2.39253389968595,40.5651101048558,18.2133119088545,40.5651101048558,25.7077808402405,-26.7388549,20.2759398091925
"45","Kleinzee, Northern Cape",34.5168929549624,12.4222152511596,28.0188538392552,65.5278437680361,52.9840402801776,34.7383025164576,10.7446979263898,17.9538173968318,5.93861827942841,65.041794431431,27.0461228940159,0,13.589321878279,5.95238095238095,97.69,51.4705882352941,11.9827969437519,15.8691063267499,11.8451497014185,9.17130033825343,5.90658560182743,5.90658560182743,9.37724276613393,0.838848718551728,0.1477248101378,15.0859874049122,30.3203661327231,39.7642668715013,39.7642668715013,45.9356514618061,18.7588546934582,13.4933872197056,1.26945996895129,13.1793410852713,10.3212329607653,61.8639397010109,0.124766610501341,87.380593648771,94.92,16.4265112925883,99.9987596769235,70.8753040185975,98.8158550671052,22.6307954406761,46.0439586627235,16.7577230458036,45.9356514618061,28.4774923830677,45.9356514618061,30.0779976436994,-29.6777778,17.0708333
"46","Komaggas, Northern Cape",29.4442119422377,16.294551256135,33.6934052434233,58.4698744469642,36.1560679843407,25.2022827152804,11.4215831283363,17.9538173968318,7.06676028267257,66.0112626201955,24.7308616683176,0,8.48678445928461,2.97619047619048,92.46,51.4705882352941,0.738853292743461,0.493512192414809,1.3349677530949,0.475773272726367,5.45229308245364,5.45229308245364,8.90169832235299,1.34319250103144,2.08948709857204,10.9841861711698,28.3752860411899,4.06198180056039,4.06198180056039,42.5826408836355,28.4856900335622,19.9563290370088,3.28048967138114,13.6225369414019,23.7631032341409,28.9426681728358,0.322417080076198,47.5431214253085,94.92,16.4265112925883,99.2503223568073,70.047815853173,98.1039077025179,20.432897535287,45.3710621442565,4.78870662452762,42.5826408836355,23.5308887680237,42.5826408836355,29.6731879895641,-29.8002778,17.4825
"47","Kuruman, Northern Cape",35.5604000563282,34.5981390224211,47.6772594179879,74.6851198708154,18.0046727302691,49.9132643500918,54.8159380746791,27.5679553908025,72.9812598639301,77.858453136442,40.7322870118859,91.8367346938776,4.05067325957431,20.8333333333333,77.03,60,17.4116726405269,16.4838050517662,24.917046640795,12.4785428318963,28.0436537575335,28.0436537575335,27.7119718998395,5.62839039986121,26.3671920638197,37.5916574283901,52.974828375286,52.509463987728,52.509463987728,43.2169892921116,3.22103025146051,19.1197960933798,23.0068108938374,37.7910623334057,31.9697197831895,43.6327760592429,4.43616587960464,63.0073261855367,89.84,86.2870691161773,66.1668631381494,23.8782642193214,76.5060700123642,45.1881690655037,59.2953700741639,31.419190571407,43.2169892921116,45.3009099036915,43.2169892921116,41.4663449110874,-27.4504907,23.4310734915766
"48","Leerkrans, Northern Cape",24.6996153003131,35.9759665729348,37.4749631042135,26.9000938632095,29.7817062696822,39.1217510192801,18.0536322850875,35.0362827347049,6.7318653186759,79.411441794154,28.5788493735451,0,9.5606725868152,2.97619047619048,97.47,69.9660633484163,8.76478614536678,8.61242943045646,13.1307658999069,5.60456886564439,9.49786811637571,9.49786811637571,10.3903887712287,0.596160214674738,1.0007880549469,12.5999997125805,36.9565217391304,8.20951871453105,8.20951871453105,44.1385929046217,23.6597447266184,14.4846601754453,1.88946281353248,13.3850063721735,23.8093767502252,26.9256238011825,0.213923868436002,66.9607665932626,93.83,21.1336559513268,97.7898670972305,78.8003700408058,99.265796741826,21.3766237927003,53.9951455838496,9.21564043687556,44.1385929046217,28.1958032711418,44.1385929046217,34.565543367436,-28.40698735,21.5251075116277
"49","Lime Acres, Northern Cape",34.1769020589071,35.7545589608757,42.0082428783483,76.1405546677802,16.0072997680447,48.9712173071495,20.9382121713445,5.71335066177442,31.0881198443912,71.3786352257894,25.5994971691546,0,11.9985573389886,5.95238095238095,94.74,47.9579458147998,5.97553247756971,7.23035130224992,8.96745203456514,2.79047869131298,9.22539964803323,9.22539964803323,20.0893508402032,1.90012597706887,1.89596565174592,32.7388867806773,62.0137299771167,7.95285337430025,7.95285337430025,48.0932299378281,6.85494918987198,12.7926374720981,4.07375540217119,14.2024546505502,11.1751251666262,58.3010033304165,0.643211250869668,83.8152528538745,91.99,74.3964376791533,99.3776847946778,70.4468675700709,97.552194944361,27.5575571151258,48.489066197472,10.8107840850266,48.0932299378281,28.9524691325415,48.0932299378281,33.2526004042917,-28.363628,23.47036
"50","Loeriesfontein, Northern Cape",28.84032836884,21.024069632231,30.2355187490649,30.3652998966838,38.8096926314958,59.7215074226072,9.91132877903973,7.3040637921594,11.64950543696,69.8700207319142,28.735291144537,0,14.4559878143937,5.95238095238095,91,67.6883780332056,2.0350697232071,2.25431515210272,2.35013165272963,1.63433920439348,6.4540896421926,6.4540896421926,12.4354751581961,1.18283704198661,0.30942951275283,7.99389586733806,51.9450800915332,34.8901401890191,34.8901401890191,47.8588875413942,25.9067142874489,27.1931909868759,2.72632170813944,31.4148496353639,20.3053871818489,29.6795320284124,0.126106539193782,87.1666470661234,95.45,25.3478696750859,99.5885852663834,69.7400430917638,98.5662158104229,19.3758285739399,49.3026559382256,13.9536936781537,47.8588875413942,27.5440593967731,47.8588875413942,28.0076884042647,-30.955278,19.443611
"51","Longlands, Northern Cape",35.5141741561513,42.7648725132451,49.7887330002959,77.883845706524,31.0146015764908,25.1782539965943,10.3989132747486,14.4712412911996,7.68402793044788,78.4198647697512,23.6158459838692,0,0,2.97619047619048,94.48,58.9907192575406,2.78269251022044,2.42746792497287,5.3028732355059,1.15897540519202,12.4502756192112,12.4502756192112,21.7541242244881,0.218548972407876,10.4316613919779,17.852513813848,74.9427917620137,11.9292800614504,11.9292800614504,41.9113414637171,15.9735150770708,17.842697274872,6.89134053811987,24.4035742853273,30.5747131506275,28.9642872402292,1.22865792495814,36.7427854755414,91.01,23.6997365851009,91.9278231293349,65.8549245988464,99.8610413011325,22.9565437154499,51.0178553768102,12.2290931038425,41.9113414637171,28.7344973987009,41.9113414637171,36.4247241536125,-28.4605556,24.3594444
"52","Louisvale, Northern Cape",23.183978109515,35.333118012165,31.378803390994,32.5589959733254,16.9145802650957,46.7566812242134,19.5055980878607,35.0362827347049,9.15180832329789,80.8025946982129,30.3058958932607,0,16.15444127986,5.95238095238095,98.29,67.4721694270975,16.7883236015065,17.275813915051,34.2110401215858,3.35566847628881,18.6584102821833,18.6584102821833,13.860163328175,0.70565023240965,10.7632305581974,19.832049230708,32.2654462242563,29.1604623724343,29.1604623724343,43.7228301665166,20.5211390025837,20.9455232460474,8.77396127577434,15.505523822307,27.7880914940141,28.6723313970664,0.976704181908857,77.389479155393,93.83,22.3228152694172,77.85129472278,65.2947518534767,99.1309539163913,21.3447880986879,55.5542452957368,19.6168398960748,43.7228301665166,32.1719577634998,43.7228301665166,40.0838685724203,-28.5731016,21.1972682
"53","Loxton, Northern Cape",21.9144020147306,22.8487430719097,28.2785836400921,17.5589959733254,39.7966840280838,31.9169952428691,10.8889492324961,7.13035980640817,13.3946755165547,72.4997804843776,26.5603092111502,0,12.4387678152074,2.97619047619048,87.02,61.2029384756657,1.22131935074745,1.03248070925858,1.10459825172597,1.45048915613021,5.73133319823072,5.73133319823072,10.0666266859612,0.458220034851226,0.0602258709595213,12.255693404042,37.2997711670481,6.6575107102532,6.6575107102532,47.3956079250989,24.2916011428615,19.0507856134764,1.23121592318348,13.2645546892766,22.0450126988047,30.1688960719989,0.180106144389467,95.6131170749528,94.39,41.7691353194317,99.1104448177428,70.1303278265018,99.6217030152796,16.4016756236134,49.5300448477639,5.91919748629815,47.3956079250989,23.9503059858918,47.3956079250989,25.9727609326109,-31.4772222,22.3497222
